Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,student_id
1,1,1,171,1,125.0,136.2,1,1,1,1,0,21,0,12,11,11.545454545454543,11,9,11.7,JJI-03925
1,43,1,9147,1,127.0,124.2,1,0,1,1,0,23,1,5,1,10.0,5,0,0.0,JJI-03926
1,39,1,9003,1,140.0,135.4,1,0,1,0,0,24,0,6,5,11.8,6,4,11.25,JJI-03930
1,1,1,9147,1,126.0,115.2,0,1,1,0,0,19,0,5,1,10.0,5,2,10.0,JJI-03934
1,1,1,9254,1,123.0,125.1,0,0,1,0,0,19,0,6,4,11.0,6,4,12.5,JJI-03936
1,1,3,9254,1,121.0,125.9,1,0,1,0,0,22,0,6,4,10.0,6,2,13.5,JJI-03938
2,39,1,9147,1,120.0,124.6,0,0,1,0,0,36,0,5,3,11.0,5,4,13.375,JJI-03941
1,1,1,9500,1,103.0,108.3,0,0,1,0,1,20,0,7,0,0.0,7,0,0.0,JJI-03968
4,39,1,9773,1,133.1,133.0,0,0,1,0,0,40,0,6,5,13.0,6,5,12.6,JJI-03980
1,5,1,9147,1,126.0,117.3,1,0,1,0,0,19,0,5,3,10.8,5,3,10.5,JJI-04012
1,15,1,9556,1,114.0,114.0,0,0,1,0,0,20,1,7,0,0.0,7,2,11.666666666666666,JJI-04025
4,1,1,9991,0,140.0,139.0,0,0,1,0,1,38,0,5,5,11.0,5,5,11.4,JJI-04026
1,1,1,171,1,133.1,128.2,1,0,1,1,1,19,0,12,12,13.333333333333334,11,10,12.818181818181818,JJI-04032
1,17,1,9238,1,130.0,122.0,1,0,1,0,1,21,0,6,1,10.0,6,5,11.4,JJI-04038
1,17,2,9500,1,145.0,136.3,1,0,1,0,0,18,0,8,7,12.285714285714286,8,7,12.285714285714286,JJI-04044
1,43,1,9070,1,150.0,140.8,0,0,1,0,0,19,0,6,5,12.4,6,6,12.75,JJI-04054
1,42,1,9003,1,140.0,140.0,0,0,1,0,0,22,0,6,6,12.571428571428571,6,4,13.666666666666666,JJI-04058
1,17,1,171,1,146.0,135.5,1,1,1,0,0,22,0,17,12,11.833333333333334,17,11,11.25,JJI-04065
1,43,1,8014,0,120.0,118.3,0,0,1,0,0,20,0,6,6,12.166666666666666,6,5,14.0,JJI-04066
2,39,1,9238,1,133.1,130.0,0,0,1,0,0,31,0,6,6,13.166666666666666,6,6,13.0,JJI-04073
1,1,2,9670,1,143.0,131.8,1,0,1,0,1,18,0,6,6,13.571428571428571,6,5,12.8,JJI-04080
1,1,1,9085,1,131.0,130.7,0,1,1,0,0,21,0,5,2,11.5,5,4,11.0,JJI-04082
1,17,3,9254,1,115.0,109.8,1,0,1,0,0,19,0,6,4,11.25,6,4,12.0,JJI-04083
1,39,1,9500,1,130.0,120.0,1,0,1,0,1,25,0,8,7,13.29,8,7,13.29,JJI-04088
2,43,1,9991,0,140.0,107.8,0,0,1,0,0,33,0,10,8,10.375,10,9,10.444444444444445,JJI-04089
1,43,1,9556,1,149.0,140.2,1,0,1,0,0,20,0,7,7,12.333333333333334,8,8,12.625,JJI-04101
1,1,2,9147,1,125.0,124.0,1,0,1,0,0,19,0,5,5,11.2,5,4,11.75,JJI-04104
1,1,3,9070,1,128.0,129.8,1,0,1,0,0,20,0,6,6,11.833333333333334,6,3,13.333333333333334,JJI-04116
1,1,1,9085,1,145.0,138.4,1,0,0,0,0,18,0,6,6,14.833333333333334,6,6,12.5,JJI-04117
1,1,1,9085,1,147.0,133.7,1,0,1,0,1,19,0,5,2,13.5,5,5,11.4,JJI-04125
1,43,1,9500,1,121.0,115.4,1,0,1,0,1,24,0,8,7,11.971428571428572,8,7,11.971428571428572,JJI-04126
1,1,3,9085,1,134.0,129.1,0,0,1,0,0,19,0,5,3,12.0,5,4,13.5,JJI-04127
1,44,1,9085,1,140.0,140.0,1,0,1,0,0,21,0,12,8,12.25,12,8,12.2,JJI-04133
1,1,1,9254,1,118.0,114.2,0,0,1,0,0,18,0,6,5,12.2,6,5,11.6,JJI-04134
1,39,1,9556,1,130.0,113.3,0,0,1,0,0,24,0,7,5,12.4,8,7,12.15,JJI-04144
1,43,1,9556,1,128.0,123.5,1,0,1,0,0,22,0,7,6,10.744444444444444,8,8,11.8375,JJI-04145
4,39,1,9085,1,140.0,154.6,0,0,0,0,1,44,0,6,4,12.75,6,2,10.0,JJI-04148
1,1,1,9147,1,117.0,120.2,1,0,1,0,0,20,0,5,2,10.0,5,2,11.0,JJI-04149
1,1,1,171,1,135.0,143.8,1,1,1,0,0,19,0,0,0,0.0,0,0,0.0,JJI-04154
1,1,3,9500,1,131.0,118.0,1,0,1,0,1,18,0,8,7,13.242857142857144,8,7,13.242857142857144,JJI-04157
1,17,2,9254,1,118.0,110.3,1,0,0,0,0,18,1,6,5,12.6,6,5,11.8,JJI-04162
1,18,1,9991,0,133.1,145.0,0,0,1,0,1,21,0,5,4,12.25,5,4,11.8,JJI-04167
1,18,5,9853,1,110.0,110.0,1,0,1,0,0,20,0,6,4,12.75,6,3,11.333333333333334,JJI-04171
1,1,1,9238,1,135.0,121.7,1,0,1,0,1,18,0,6,0,0.0,6,4,11.0,JJI-04172
1,43,2,9147,1,131.0,123.7,1,0,1,0,0,18,0,5,1,14.0,5,1,14.0,JJI-04173
1,39,1,9085,1,133.1,148.2,1,1,1,0,0,27,0,6,6,12.125,6,5,12.0,JJI-04178
1,17,1,9853,1,127.0,121.8,1,1,1,0,0,18,0,6,4,13.5,6,3,10.666666666666666,JJI-04181
1,1,1,9991,0,131.0,118.4,1,0,1,0,0,20,0,5,0,0.0,5,0,0.0,JJI-04186
1,17,2,9085,1,138.0,123.3,1,0,1,0,0,19,0,5,3,14.0,5,4,11.75,JJI-04187
1,44,1,9085,1,140.0,140.0,1,0,1,0,0,20,0,6,6,12.666666666666666,6,4,11.5,JJI-04192
1,17,2,9853,1,150.0,132.5,1,0,1,0,0,22,0,6,4,12.25,6,5,11.6,JJI-04193
1,5,1,9853,1,119.0,118.3,1,0,1,0,0,22,0,6,3,15.0,6,4,10.25,JJI-04199
1,17,1,171,1,125.0,143.9,1,0,1,0,0,20,0,0,0,0.0,0,0,0.0,JJI-04203
1,17,3,9773,1,135.0,135.0,0,0,1,0,0,18,0,6,6,13.5,6,6,13.333333333333334,JJI-04219
2,39,1,8014,0,133.1,134.5,0,0,1,0,0,45,0,6,5,13.6,6,5,13.0,JJI-04229
1,39,1,9991,0,140.0,130.0,0,1,1,0,0,25,0,5,4,11.25,5,4,12.0,JJI-04232
1,1,2,9147,1,113.0,107.4,1,0,1,1,0,20,0,5,3,10.5,5,4,11.25,JJI-04235
1,1,3,9238,1,133.1,100.0,1,0,1,1,0,22,0,6,4,11.25,6,3,11.0,JJI-04236
1,1,4,9500,1,127.0,121.5,1,0,1,1,0,20,0,7,6,13.016666666666666,7,6,13.016666666666666,JJI-04238
1,1,1,9070,1,132.0,136.6,1,0,1,0,0,18,0,6,6,11.714285714285714,6,6,10.375,JJI-04244
1,17,5,9670,1,115.0,117.1,0,0,1,0,0,21,0,5,3,12.666666666666666,5,4,12.75,JJI-04258
1,44,1,171,1,140.0,140.0,0,0,1,1,0,21,0,0,0,0.0,0,0,0.0,JJI-04267
1,17,2,9070,1,142.0,141.0,1,0,1,1,0,18,0,6,6,13.0,6,1,10.0,JJI-04270
1,17,2,9085,1,123.0,118.9,0,0,1,1,0,18,0,5,3,14.0,5,3,12.666666666666666,JJI-04274
1,1,1,9254,1,131.0,134.5,1,0,1,1,0,25,0,6,6,13.166666666666666,6,5,12.6,JJI-04275
1,17,1,9119,1,141.0,133.0,1,0,1,1,0,18,0,5,4,13.0,5,3,12.333333333333334,JJI-04276
1,1,1,9085,1,133.1,105.0,1,0,1,1,0,21,0,6,3,11.25,6,0,0.0,JJI-04282
1,39,2,9556,1,130.0,110.0,0,0,1,1,1,24,0,7,6,10.857142857142858,7,7,11.857142857142858,JJI-04285
1,1,5,9147,1,134.0,134.7,0,0,1,1,0,22,0,5,4,11.75,5,3,11.0,JJI-04286
1,39,1,9003,1,130.0,120.0,1,0,1,1,0,28,0,13,8,11.625,10,6,11.0,JJI-04296
1,1,6,9119,1,135.0,123.5,1,0,1,1,0,18,0,5,0,0.0,5,1,10.0,JJI-04312
1,15,1,9147,1,135.0,135.0,0,1,1,1,0,21,1,5,3,12.333333333333334,5,4,11.25,JJI-04321
4,39,1,9991,0,147.0,147.9,0,0,1,0,0,28,0,5,4,11.5,5,4,12.0,JJI-04322
1,1,1,9147,1,123.0,118.8,1,0,1,0,0,21,0,5,3,10.666666666666666,5,2,12.5,JJI-04336
1,1,2,9773,1,129.0,117.1,1,0,1,0,0,20,0,6,1,17.0,6,1,17.0,JJI-04337
1,1,1,9670,1,131.0,127.2,0,0,1,0,1,18,0,5,3,12.666666666666666,5,4,12.5,JJI-04339
1,17,2,9500,1,140.0,128.5,1,0,1,0,0,18,0,7,5,14.06,7,6,12.571428571428571,JJI-04344
4,39,1,9991,0,150.0,146.2,0,0,1,0,0,30,0,5,3,10.333333333333334,5,4,12.8,JJI-04355
1,17,1,9238,1,132.0,123.6,1,0,1,0,0,18,0,6,4,11.5,6,4,10.75,JJI-04365
1,1,1,9500,1,136.0,120.0,1,0,1,1,0,18,0,7,6,11.833333333333334,7,6,11.833333333333334,JJI-04370
1,1,1,9238,1,124.0,121.2,0,0,1,0,0,19,0,6,2,13.0,6,6,10.833333333333334,JJI-04374
1,1,2,9238,1,145.0,121.4,0,0,1,0,0,20,0,6,0,0.0,5,0,0.0,JJI-04382
2,7,1,9500,1,130.0,130.0,0,0,1,0,0,32,0,7,7,13.761111111111113,8,7,12.06375,JJI-04392
1,1,1,9147,1,151.0,138.4,0,0,1,0,0,18,0,5,4,11.25,5,5,11.0,JJI-04393
1,5,4,9853,1,116.0,110.4,1,0,1,0,0,21,0,6,5,12.6,6,3,11.666666666666666,JJI-04398
1,18,2,9853,1,168.0,126.8,1,0,1,1,0,18,0,6,5,12.6,6,6,13.0,JJI-04403
1,1,1,9070,1,145.0,127.5,1,0,1,1,0,20,0,6,4,12.0,6,2,11.333333333333334,JJI-04407
1,43,1,9070,1,125.0,133.4,1,0,1,1,1,19,0,6,4,13.0,6,5,12.2,JJI-04413
1,43,1,33,1,143.0,121.2,1,0,1,1,0,25,0,10,5,11.6,8,2,13.0,JJI-04414
