student_id,status,is_dropout,risk_score,risk_band,is_flagged,sumber_skor,program_studi,jalur_masuk,jalur_masuk_detail,waktu_kuliah,jenis_kelamin,status_pernikahan,kelompok_usia,usia_saat_daftar,band_nilai_masuk,nilai_masuk,status_keuangan,ukt_lunas,menunggak,penerima_beasiswa,perantau,mahasiswa_internasional,band_kelulusan_sks,band_nilai_semester,rasio_kelulusan,rata_rata_nilai,tren_kelulusan,total_mk_lulus,mk_lulus_sem1,mk_lulus_sem2,nilai_sem1,nilai_sem2
JJI-03229,Graduate,0,3.3,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,<120,108.4,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,1.0,12.5035,0.0,15,7,8,11.9625,13.0444
JJI-03230,Graduate,0,36.5,Tinggi,1,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,20,<120,114.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,12-14,0.8,13.4,-0.1071,12,6,6,13.6833,13.1167
JJI-03231,Graduate,0,11.3,Rendah,0,out-of-fold (data berlabel),Keperawatan,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Lajang,23-25,24,130-140,140.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,0.875,14.9857,0.0,14,7,7,14.9857,14.9857
JJI-03232,Enrolled,,38.8,Tinggi,1,prediksi (mahasiswa aktif),Manajemen,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Menikah,31-40,39,140-150,142.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.8,11.375,0.0,8,4,4,11.25,11.5
JJI-03233,Graduate,0,26.6,Sedang,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,126.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,12-14,0.75,12.55,0.1667,9,4,5,12.5,12.6
JJI-03234,Dropout,1,99.4,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,<120,111.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-03235,Graduate,0,2.6,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,125.1,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.7205,0.0,15,7,8,13.78,13.661
JJI-03236,Graduate,0,6.7,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,126.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,1.0,14.0388,0.0,15,7,8,13.805,14.2725
JJI-03237,Graduate,0,4.7,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,140-150,142.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,1.0,13.2,0.0,10,5,5,13.8,12.6
JJI-03238,Enrolled,,49.8,Tinggi,1,prediksi (mahasiswa aktif),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,22,<120,110.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,12-14,0.7,12.3333,0.2,7,3,4,12.6667,12.0
JJI-03239,Graduate,0,3.5,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,127.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,1.0,14.1809,0.0,15,7,8,14.4243,13.9375
JJI-03240,Graduate,0,2.2,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,128.6,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,1.0,12.8333,0.0,12,6,6,13.1667,12.5
JJI-03241,Enrolled,,52.5,Tinggi,1,prediksi (mahasiswa aktif),Manajemen (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Bercerai,26-30,30,130-140,130.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.8,10.5333,0.4,8,3,5,10.6667,10.4
JJI-03242,Graduate,0,31.9,Sedang,0,out-of-fold (data berlabel),Pekerjaan Sosial,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Menikah,31-40,34,130-140,134.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.8621,12.1721,-0.0288,25,14,11,12.0714,12.2727
JJI-03243,Dropout,1,98.2,Sangat Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Lajang,31-40,38,<120,100.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,10-12,0.3333,11.125,-0.3333,4,3,1,10.25,12.0
JJI-03244,Graduate,0,0.9,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,130-140,133.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,>14,1.0,14.11,0.0,16,8,8,14.11,14.11
JJI-03245,Dropout,1,88.4,Sangat Tinggi,1,out-of-fold (data berlabel),Pendidikan Dasar,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,126.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,10-12,0.6667,11.5333,-0.3333,8,5,3,12.4,10.6667
JJI-03246,Dropout,1,33.9,Sedang,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,20-22,21,120-130,129.0,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Tidak,Tidak,81-100%,10-12,1.0,12.0,0.0,12,6,6,12.0,12.0
JJI-03247,Graduate,0,11.3,Rendah,0,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,130-140,133.7,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,>14,1.0,14.1667,0.0,12,6,6,14.8333,13.5
JJI-03248,Graduate,0,10.6,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,120-130,122.2,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,>14,1.0,14.4643,0.0,12,6,6,15.4286,13.5
JJI-03249,Graduate,0,7.8,Rendah,0,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,128.9,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,10-12,1.0,11.5,0.0,10,5,5,11.6,11.4
JJI-03250,Graduate,0,10.2,Rendah,0,out-of-fold (data berlabel),Desain Komunikasi,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,>150,154.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,1.0,14.0833,0.0,12,6,6,14.1667,14.0
JJI-03251,Dropout,1,99.1,Sangat Tinggi,1,out-of-fold (data berlabel),Kesehatan Gigi,Pemegang Ijazah/Diploma Lain,Pemegang ijazah pendidikan tinggi lain,Kelas Siang,Perempuan,Lajang,31-40,36,120-130,130.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,1-50%,0-10,0.0714,4.9,-0.1429,1,1,0,9.8,0.0
JJI-03252,Graduate,0,24.6,Sedang,0,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,<120,113.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,51-80%,10-12,0.8,10.8571,0.0,8,4,4,10.7143,11.0
JJI-03253,Dropout,1,97.6,Sangat Tinggi,1,out-of-fold (data berlabel),Pengelolaan Kuda (Equinculture),Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,20-22,21,120-130,123.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-03254,Dropout,1,93.6,Sangat Tinggi,1,out-of-fold (data berlabel),Pengelolaan Kuda (Equinculture),Pemegang Ijazah/Diploma Lain,Pemegang diploma spesialisasi teknologi,Kelas Siang,Perempuan,Lajang,20-22,21,120-130,130.0,Perlu perhatian (1 masalah),Ya,Ya,Ya,Ya,Tidak,1-50%,12-14,0.3333,12.6667,-0.3333,4,3,1,12.3333,13.0
JJI-03255,Graduate,0,3.5,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Mahasiswa Internasional,Mahasiswa internasional (sarjana),Kelas Siang,Perempuan,Lajang,17-19,18,<120,101.3,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Ya,81-100%,12-14,1.0,12.625,0.0,12,6,6,13.0,12.25
JJI-03256,Graduate,0,26.7,Sedang,0,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,<120,113.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,10-12,0.8,11.325,0.0,8,4,4,11.4,11.25
JJI-03257,Graduate,0,3.4,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,130-140,138.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.8571,12.7667,0.0,12,6,6,12.7667,12.7667
JJI-03258,Graduate,0,27.5,Sedang,0,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Menikah,26-30,29,130-140,140.0,Perlu perhatian (1 masalah),Ya,Ya,Tidak,Tidak,Tidak,81-100%,12-14,0.9167,12.6333,0.1667,11,5,6,12.6,12.6667
JJI-03259,Graduate,0,6.4,Rendah,0,out-of-fold (data berlabel),Manajemen,Pemegang Ijazah/Diploma Lain,Pemegang diploma spesialisasi teknologi,Kelas Siang,Perempuan,Lajang,20-22,20,120-130,130.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,1.0,13.2,0.0,12,7,5,13.0,13.4
JJI-03260,Graduate,0,5.6,Rendah,0,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,130-140,132.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,>14,0.8571,14.3167,0.0,12,6,6,14.3167,14.3167
JJI-03261,Graduate,0,14.7,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,<120,117.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.9,12.375,0.2,9,4,5,12.75,12.0
JJI-03262,Graduate,0,3.5,Rendah,0,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,<120,109.8,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,12-14,1.0,13.0,0.0,10,5,5,13.4,12.6
JJI-03263,Dropout,1,99.9,Sangat Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Lajang,31-40,37,<120,116.5,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-03264,Graduate,0,18.3,Rendah,0,out-of-fold (data berlabel),Keperawatan Hewan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,>150,165.2,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,>14,0.9,14.775,0.2,9,4,5,15.75,13.8
JJI-03265,Dropout,1,94.6,Sangat Tinggi,1,out-of-fold (data berlabel),Pendidikan Dasar,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,21,<120,113.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,1-50%,10-12,0.5,11.7,-0.6667,6,5,1,12.4,11.0
JJI-03266,Graduate,0,3.4,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,120-130,123.3,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,10-12,1.0,11.9167,0.0,12,6,6,11.5,12.3333
JJI-03267,Graduate,0,3.1,Rendah,0,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,<120,116.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,1.0,13.7,0.0,10,5,5,13.4,14.0
JJI-03268,Enrolled,,31.3,Sedang,0,prediksi (mahasiswa aktif),Manajemen (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Menikah,31-40,35,<120,110.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,51-80%,10-12,0.8,11.7333,0.4,8,3,5,11.6667,11.8
JJI-03269,Dropout,1,99.8,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Menikah,26-30,30,<120,118.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-03270,Dropout,1,38.3,Tinggi,1,out-of-fold (data berlabel),Jurnalistik & Komunikasi,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,26-30,27,<120,103.6,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,12-14,0.8,12.4429,-0.1607,12,7,5,13.2857,11.6
JJI-03271,Dropout,1,96.5,Sangat Tinggi,1,out-of-fold (data berlabel),Pariwisata,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Menikah,41+,45,120-130,122.7,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,1-50%,10-12,0.5,11.0,-0.3333,6,4,2,11.5,10.5
JJI-03272,Graduate,0,6.8,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Menikah,41+,50,<120,113.5,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,81-100%,12-14,0.9375,12.4821,0.1111,15,8,7,13.25,11.7143
JJI-03273,Graduate,0,14.6,Rendah,0,out-of-fold (data berlabel),Manajemen,Pindahan / Ganti Program,Transfer,Kelas Siang,Perempuan,Bercerai,41+,41,120-130,128.2,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.875,12.825,0.2143,21,11,10,12.25,13.4
JJI-03274,Enrolled,,10.7,Rendah,0,prediksi (mahasiswa aktif),Keperawatan,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,26-30,26,<120,120.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,10-12,0.8571,12.0,0.0,12,6,6,12.0,12.0
JJI-03275,Dropout,1,99.9,Sangat Tinggi,1,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Lajang,41+,44,120-130,130.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,0-10,0.0833,6.0,-0.1667,1,1,0,12.0,0.0
JJI-03276,Graduate,0,51.9,Tinggi,1,out-of-fold (data berlabel),Manajemen,Pemegang Ijazah/Diploma Lain,Pemegang ijazah pendidikan tinggi lain,Kelas Siang,Perempuan,Kumpul kebo (facto union),23-25,23,<120,110.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.8,11.033,-0.1667,20,13,7,10.9231,11.1429
JJI-03277,Dropout,1,73.6,Sangat Tinggi,1,out-of-fold (data berlabel),Teknologi Produksi Biofuel,Pindahan / Ganti Program,Pindah institusi/program studi,Kelas Siang,Perempuan,Lajang,31-40,34,<120,117.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.6818,11.5,-0.3333,15,10,5,12.0,11.0
JJI-03278,Graduate,0,7.3,Rendah,0,out-of-fold (data berlabel),Manajemen,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,20-22,21,<120,99.6,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,>14,1.0,14.0571,0.0,10,5,5,13.7143,14.4
JJI-03279,Dropout,1,97.7,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,20-22,22,<120,117.9,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Ya,1-50%,10-12,0.3,11.5,0.2,3,1,2,10.0,13.0
JJI-03280,Graduate,0,52.3,Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Perempuan,Bercerai,31-40,32,<120,113.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Tidak,Tidak,51-80%,10-12,0.6667,10.9167,0.6667,8,2,6,10.3333,11.5
JJI-03281,Graduate,0,12.3,Rendah,0,out-of-fold (data berlabel),Kesehatan Gigi,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,20-22,20,120-130,124.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Ya,81-100%,12-14,1.0,13.6768,0.0,15,7,8,12.7286,14.625
JJI-03282,Dropout,1,42.4,Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Pemegang Ijazah/Diploma Lain,Pemegang ijazah pendidikan tinggi lain,Kelas Malam,Perempuan,Menikah,41+,59,130-140,140.0,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.8696,13.1042,0.2,20,12,8,13.3333,12.875
JJI-03283,Enrolled,,23.0,Sedang,0,prediksi (mahasiswa aktif),Manajemen,Pemegang Ijazah/Diploma Lain,Pemegang diploma siklus pendek,Kelas Siang,Perempuan,Menikah,26-30,30,130-140,132.4,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,10-12,0.9,11.9111,0.1818,18,9,9,12.2222,11.6
JJI-03284,Graduate,0,12.7,Rendah,0,out-of-fold (data berlabel),Pariwisata,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,124.0,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,81-100%,10-12,1.0,11.0833,0.0,12,6,6,11.3333,10.8333
JJI-03285,Enrolled,,63.3,Sangat Tinggi,1,prediksi (mahasiswa aktif),Manajemen (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Laki-laki,Menikah,23-25,25,130-140,132.0,Perlu perhatian (1 masalah),Ya,Ya,Tidak,Tidak,Tidak,51-80%,10-12,0.8,11.5,0.0,8,4,4,11.0,12.0
JJI-03286,Graduate,0,6.6,Rendah,0,out-of-fold (data berlabel),Manajemen (kelas malam),Pindahan / Ganti Program,Pindah program studi,Kelas Malam,Laki-laki,Bercerai,31-40,36,140-150,149.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,1.0,13.8,0.0,10,5,5,13.8,13.8
JJI-03287,Dropout,1,99.0,Sangat Tinggi,1,out-of-fold (data berlabel),Kesehatan Gigi,Pemegang Ijazah/Diploma Lain,Pemegang ijazah pendidikan tinggi lain,Kelas Siang,Laki-laki,Lajang,31-40,36,>150,160.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,0-10,0.0714,6.0,-0.1429,1,1,0,12.0,0.0
JJI-03288,Dropout,1,98.3,Sangat Tinggi,1,out-of-fold (data berlabel),Manajemen Periklanan & Pemasaran,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Laki-laki,Lajang,17-19,19,<120,114.6,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Tidak,Tidak,51-80%,10-12,0.5833,10.7083,-0.1667,7,4,3,11.25,10.1667
JJI-03289,Graduate,0,33.9,Sedang,0,out-of-fold (data berlabel),Manajemen (kelas malam),Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Malam,Laki-laki,Lajang,23-25,25,<120,120.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,10-12,0.9,11.25,0.2,9,4,5,10.5,12.0
JJI-03290,Graduate,0,10.6,Rendah,0,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,31-40,35,<120,100.0,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,10-12,1.0,11.5855,0.0,31,18,13,11.5556,11.6154
JJI-03291,Dropout,1,99.5,Sangat Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Laki-laki,Lajang,20-22,20,120-130,128.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,1-50%,0-10,0.0833,7.0,-0.1667,1,1,0,14.0,0.0
JJI-03292,Dropout,1,100.0,Sangat Tinggi,1,out-of-fold (data berlabel),Agronomi,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Laki-laki,Lajang,31-40,35,<120,113.0,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Ya,Tidak,1-50%,0-10,0.0833,6.5,-0.1667,1,1,0,13.0,0.0
JJI-03293,Dropout,1,96.6,Sangat Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,26-30,27,>150,150.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,1-50%,10-12,0.25,11.0,-0.1667,3,2,1,11.0,11.0
JJI-03294,Enrolled,,3.7,Rendah,0,prediksi (mahasiswa aktif),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,130-140,130.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,81-100%,12-14,0.875,13.6814,0.0,14,7,7,13.6814,13.6814
JJI-03295,Enrolled,,5.6,Rendah,0,prediksi (mahasiswa aktif),Keperawatan,Pindahan / Ganti Program,Pindah program studi,Kelas Siang,Perempuan,Lajang,23-25,23,<120,114.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,12-14,0.8571,12.3583,0.0,12,6,6,12.1,12.6167
JJI-03296,Graduate,0,52.2,Tinggi,1,out-of-fold (data berlabel),Pekerjaan Sosial (kelas malam),Seleksi Reguler,Seleksi umum - fase 2,Kelas Malam,Perempuan,Lajang,17-19,19,<120,114.8,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,51-80%,10-12,0.6667,10.875,0.0,8,4,4,10.5,11.25
JJI-03297,Enrolled,,38.4,Tinggi,1,prediksi (mahasiswa aktif),Keperawatan,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,18,120-130,126.2,Aman (lunas & tidak menunggak),Ya,Tidak,Ya,Ya,Tidak,51-80%,12-14,0.7857,12.37,0.1429,11,5,6,11.94,12.8
JJI-03298,Dropout,1,94.6,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan,Jalur Usia >23 Tahun,Jalur usia di atas 23 tahun,Kelas Siang,Perempuan,Lajang,26-30,26,120-130,129.0,Bermasalah (menunggak & UKT tertunggak),Tidak,Ya,Tidak,Tidak,Tidak,51-80%,12-14,0.6429,12.2133,0.1429,9,4,5,12.86,11.5667
JJI-03299,Graduate,0,1.3,Rendah,0,out-of-fold (data berlabel),Pekerjaan Sosial,Seleksi Reguler,Seleksi umum - fase 2,Kelas Siang,Perempuan,Lajang,17-19,19,<120,110.5,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Tidak,Tidak,81-100%,>14,1.0,14.125,0.0,12,6,6,14.25,14.0
JJI-03300,Dropout,1,98.9,Sangat Tinggi,1,out-of-fold (data berlabel),Keperawatan,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,19,130-140,132.5,Perlu perhatian (1 masalah),Tidak,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
JJI-03301,Dropout,1,52.9,Tinggi,1,out-of-fold (data berlabel),Desain Animasi & Multimedia,Seleksi Reguler,Seleksi umum - fase 1,Kelas Siang,Perempuan,Lajang,17-19,18,130-140,130.7,Aman (lunas & tidak menunggak),Ya,Tidak,Tidak,Ya,Tidak,0% (tidak lulus satu pun),Tanpa nilai,0.0,0.0,0.0,0,0,0,0.0,0.0
